text,label,revised_label,valence,arousal,sentiment,speaker_utterance,predictions_ER,predictions_IP,predictions_EX,classification_label,reason,who,emotional_reaction,interpretations,explorations
I chose this avatar cause I ate fish yesterday,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance is straightforward and fact-oriented, discussing a choice of avatar based on a previous action (eating fish). It does not express or seek empathy.",0,0,0,0
You know maguro? I had it yesterday,0,0,0,0,neutral,this is a dummy text,0,2,0,0,"The utterance is a straightforward statement about having eaten maguro, which does not express any emotional need or understanding.",0,0,0,0
I chose this because I like cheese,0,0,1,0,positive,this is a dummy text,0,0,0,0,The utterance expresses a personal preference without seeking or providing empathy.,0,0,0,0
I chose this one cause it is the same,0,0,0,0,neutral,this is a dummy text,0,2,0,0,The utterance expresses a decision-making process but does not indicate a need for empathy or an understanding of another's feelings.,0,0,0,0
I like playing rock songs,0,0,0.5 (positive),0.2 (slightly positive and calm),positive,this is a dummy text,0,2,0,0,The utterance expresses a personal preference without seeking or providing empathy. It is straightforward and fact-oriented.,0 (the focus is on the speaker),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest in exploring another's emotions)
What is your favorite music band?,0,1,0,0,neutral,this is a dummy text,0,0,2,0,The utterance is a straightforward question about personal preference and does not express or seek empathy.,0,0,0,0
Very nice I always listen to black Sabbath,0,2,0.5 (positive sentiment),0.2 (slightly positive engagement),positive,this is a dummy text,0,0,0,0,The utterance expresses a personal preference and does not seek or provide empathy. It is straightforward and fact-oriented.,0 (the focus is on the speaker's own experience),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest in exploring another's emotions)
I play the flute and I like listening to pop music and recently went to a concert. Have you guys been to any concert?,0,1,0.5 (positive sentiment about music and concerts),0.2 (slightly aroused due to excitement about music and concerts),positive,this is a dummy text,0,2,2,0,"The utterance is primarily focused on sharing personal interests and experiences related to music and concerts, without seeking or providing empathy.",0 (the speaker is mainly focused on themselves),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
Do you have any pets? another pet?,0,2,0,0,neutral,this is a dummy text,0,0,2,0,The utterance is a straightforward question about pets and does not express or seek empathy. It is fact-oriented and does not engage with emotions.,1,0,0,0
"No, I am allergic",0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance ""No, I am allergic"" is a straightforward statement about a personal condition and does not express a desire for empathy or provide empathy to another person.",0,0,0,0
Cat!,0,0,"0 (neutral, as it does not express a positive or negative sentiment)","0 (neutral, as it does not convey emotional intensity)",neutral,this is a dummy text,0,0,0,0,"The utterance ""Cat!"" does not express a desire for empathy or provide empathy. It is a straightforward exclamation that does not convey emotional content or seek understanding.",0 (the focus is on the speaker's own expression rather than on another person),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
"No, I have allergy",0,0,0 (neutral),0 (calm),neutral,this is a dummy text,0,0,0,0,"The utterance ""No, I have allergy"" is a straightforward statement about a personal condition and does not express a desire for empathy or provide empathy to another person.",0 (the person's main attention is on themselves),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
I had a beetle,0,0,0,0,neutral,this is a dummy text,0,2,0,0,"The utterance ""I had a beetle"" is a straightforward statement that does not express a desire for empathy or provide empathy to another person. It is fact-oriented and lacks emotional depth or context that would indicate a need for understanding or sharing feelings.",0,0,0,0
Yeah,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance ""Yeah"" is a very brief and neutral response that does not express any emotional content or seek to engage in an empathetic exchange. It does not indicate a desire for empathy nor does it provide any empathetic response to another person's feelings.",0,0,0,0
Do you know the Japanese one?,0,0,0,0,neutral,this is a dummy text,0,0,2,0,"The utterance ""Do you know the Japanese one?"" is a straightforward question that does not express any emotional content or seek emotional understanding. It appears to be fact-oriented and does not indicate a desire for empathy from the speaker or provide empathy to another.",0,0,0,0
I chose my avatar to be a donut because I live eating donuts.,0,0,1 (positive),0 (calm),positive,this is a dummy text,0,0,0,0,The utterance is a straightforward statement about a personal preference and does not express a need for empathy or provide empathy to another person.,0 (the person's main attention is on themselves),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
I chose my avatar to be a fried egg because I ate a fried egg this morning.,0,0,0 (neutral),0 (calm),neutral,this is a dummy text,0,0,0,0,"The utterance is straightforward and fact-oriented, discussing a personal choice without expressing or seeking emotional connection or understanding.",0 (the person's main attention is on themselves),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
I took this picture during summer vacation. It is a summer festival. It is a picture of Bon Dance.,0,0,0,0,neutral,this is a dummy text,0,2,0,0,"The utterance is straightforward and fact-oriented, describing a picture taken during a summer festival without expressing any emotional content or seeking empathy.",0,0,0,0
It is once a year.,0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance ""It is once a year."" is a straightforward statement that provides factual information without expressing or seeking emotional connection or understanding.",0,0,0,0
"Yes, Bon Dance is performed at night.",0,0,0,0,neutral,this is a dummy text,0,0,0,0,"The utterance is straightforward and factual, providing information about the Bon Dance without expressing or seeking any emotional connection.",0,0,0,0
This is a picture of my band festival. We took it during a school festival. I play the trombone.,0,1,1 (positive),0 (calm),positive,this is a dummy text,0,2,0,0,"The utterance is primarily factual, sharing information about a personal experience without seeking or providing emotional support or understanding.",0 (the person's main attention is on themselves),0 (does not allude to any emotion),0 (no expression of understanding),0 (no interest or probing into the situation of another)
That is nice!,0,2,1 (positive),0.2 (slightly aroused due to the positive expression),positive,this is a dummy text,1,0,0,0,"The utterance ""That is nice!"" expresses a positive sentiment but does not seek or provide empathy. It is a straightforward acknowledgment without deeper emotional engagement or exploration.",0 (the focus is on the speaker's reaction),1 (weak emotional response),0 (no expression of understanding),0 (no probing into the situation of another)
